SKU,Name,Description,Price,Categories,Sub-Category,Images,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),Attribute 3 name,Attribute 3 value(s),Attribute 4 name,Attribute 4 value(s),Attribute 5 name,Attribute 5 value(s),Attribute 6 name,Attribute 6 value(s),Attribute 7 name,Attribute 7 value(s),Attribute 8 name,Attribute 8 value(s),Attribute 9 name,Attribute 9 value(s),Attribute 10 name,Attribute 10 value(s),Attribute 11 name,Attribute 11 value(s),Attribute 12 name,Attribute 12 value(s),Attribute 13 name,Attribute 13 value(s),Attribute 14 name,Attribute 14 value(s) In,Attribute 15 name,Attribute 15 value(s) In,Attribute 16 name,Attribute 16 value(s) In,Attribute 17 name,Attribute 17 value(s) In
392611548,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene w/ PTFE/Silicone/PTFE Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",93.45,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfeptfeinsertspring_sm.jpg, 9mmclearptfeptfeinsertspring.jpg, 9mmredptfeptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611549,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",30.56,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfesil_sm.jpg, 9mmclearptfesil.jpg, VialPacks_9mmw_Caps.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611550,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",32,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmAmberptfesil_sm.jpg, 9mmAmberptfesil.jpg, screwtopwidemouthamber.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611551,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",90.02,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfesilinsertspring_sm.jpg, 9mmclearptfesilinsertspring.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611552,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",57.68,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfesilinserts_sm.jpg, 9mmclearptfesilinserts.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611553,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",48.76,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfesil_sm.jpg, 9mmclearptfesil.jpg, VialPacks_9mmw_Caps.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611554,"Vial Kit - Clear 2.0ml Screw Wide; 200μL Silanized Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 9mm Red Polypropylene, PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",103.53,"Vials, Caps, Seals, Inserts",Vial Kits,"9mmclearptfesilinsertspring_sm.jpg, 9mmclearptfesilinsertspring.jpg, 9mmredcapptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611555,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 9mm Red Polypropylene w/ Pre-slit Blue PTFE/Silicone Septa","• 9mm thread design, 40% larger opening • Reduces the chance of bent or broken needles • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one-piece clamshell tray",36.33,"Vials, Caps, Seals, Inserts",Vial Kits,"screwwideredcapblueptfesil_sm.jpg, screwwideredcapblueptfesil.jpg, 9mmredslitblueptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,9 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Blue/White,Qty/pk,100
392611556,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Silicone Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",32.56,"Vials, Caps, Seals, Inserts",Vial Kits,"Clearscrewwide10mmwhiteptfesil_sm.jpg, Clearscrewwide10mmwhiteptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611557,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Silicone Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",37.51,"Vials, Caps, Seals, Inserts",Vial Kits,"amberscrewwide10mmwhiteptfesil_sm.jpg, amberscrewwide10mmwhiteptfesil.jpg, screwtopwidemouthamber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611558,"Vial Kit - Clear 2.0ml Screw Top Wide; 200μL Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 10mm White Polypropylene, PTFE/Silicone Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",93.76,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiteptfesilinsertspring_sm.jpg, clearscrewwide10mmwhiteptfesilinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611559,"Vial Kit - Clear 2.0ml Screw Top Wide; 200μL Insert, Conical Point Interior (No Spring Required); Screw Cap, 10mm White Polypropylene, PTFE/Silicone Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",61,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiteptfesilinsert_sm.jpg, clearscrewwide10mmwhiteptfesilinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611560,"Vial Kit - Clear Glass 2.0ml Silanized Screw Top Wide Opening Vial; Screw Cap, 10mm White Polypropylene w/ PTFE/Silicone Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",59.54,"Vials, Caps, Seals, Inserts",Vial Kits,"Clearscrewwide10mmwhiteptfesil_sm.jpg, Clearscrewwide10mmwhiteptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611561,"Vial Kit - Clear 2.0ml Screw Top Wide; 200μL Silanized Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 10mm White Polypropylene, PTFE/sil. Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",107,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmwhiteptfesilinsertspring_sm.jpg, clearscrewwide10mmwhiteptfesilinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,White,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,Yes,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red,Qty/pk,100
392611562,"Vial Kit - Clear Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 10mm Red Polypropylene w/ PTFE/Silicone/PTFE Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",36.67,"Vials, Caps, Seals, Inserts",Vial Kits,"clearscrewwide10mmredptfeptfe_sm.jpg, clearscrewwide10mmredptfeptfe.jpg, Vials_10mmScrewTopWide.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611563,"Vial Kit - Amber Glass 2.0ml Screw Top Wide Opening Vial; Screw Cap, 10mm Red Polypropylene w/ PTFE/Silicone/PTFE Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",38.28,"Vials, Caps, Seals, Inserts",Vial Kits,"amberscrewwide10mmredptfeptfe_sm.jpg, amberscrewwide10mmredptfeptfe.jpg, screwtopwidemouthamber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611564,"Vial Kit - Clear 2.0ml Screw Top Wide; 200μL Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 10mm Red Polypropylene, PTFE/Silicone/PTFE Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",99.61,"Vials, Caps, Seals, Inserts",Vial Kits,"Clearscrewwide10mmredptfeptfeinsertspring_sm.jpg, Clearscrewwide10mmredptfeptfeinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611565,"Vial Kit - Clear 2.0ml Screw Top Wide; 200μL Insert, Conical Point Interior (No Spring Required); Cap, 10mm Red Polypropylene w/ PTFE/Silicone/PTFE Septa","• 10-425 thread cap allows vial to hang from autosampler tray • Lot to lot quality assurance with lot number coding • Type 1 borosilicate glass • Packaged in a sturdy, easy open, one piece clamshell tray",64.02,"Vials, Caps, Seals, Inserts",Vial Kits,"Clearscrewwide10mmredptfeptfeinsert_sm.jpg, Clearscrewwide10mmredptfeptfeinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Screw Top,Cap/Seal Size,10 mm,Cap Material,Polypropylene,Cap Color,Red,Seal Material,PTFE/Silicone/PTFE,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611566,"Vial Kit - Clear Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Red Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,41.3,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubber_sm.jpg, clearsnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,"60180-221, A4962-010",Seal Color,Clear/Orange,Qty/pk,100
392611567,"Vial Kit - Amber Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Red Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,42,"Vials, Caps, Seals, Inserts",Vial Kits,"ambersnaprubber_sm.jpg, ambersnaprubber.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Red Rubber,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,A4962-010A,Seal Color,Clear/Orange,Qty/pk,100
392611568,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Natural Polyethylene w/ PTFE/Red Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,94.5,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubbberinsertspring_sm.jpg, clearsnaprubbberinsertspring.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Red Rubber,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611569,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Cap, 11mm Natural Polyethylene w/ PTFE/Red Rubber Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,63,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaprubbberinsert_sm.jpg, clearsnaprubbberinsert.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Red Rubber,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Clear/Orange,Qty/pk,100
392611570,"Vial Kit - Clear Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Silicone/PTFE Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,34.06,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaptopvialptfeptfe_sm.jpg, clearsnaptopvialptfeptfe.jpg, Vials_CrimptopSnapCapKit.jpg, snapcapptfeptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,60180-222,Seal Color,Red/White/Red,Qty/pk,100
392611571,"Vial Kit - Amber Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Silicone/PTFE Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,36.22,"Vials, Caps, Seals, Inserts",Vial Kits,"ambersnaptopvialptfeptfe_sm.jpg, ambersnaptopvialptfeptfe.jpg, snapcapptfeptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Silicone/PTFE,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611572,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Natural Polyethylene, PTFE/Silicone/PTFE Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,91.84,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnaptopvialptfeptfeinsertspring_sm.jpg, clearsnaptopvialptfeptfeinsertspring.jpg, snapcapptfeptfe.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Silicone/PTFE,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White/Red,Qty/pk,100
392611573,"Vial Kit - Clear Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Silicone Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,32.2,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnapptfesil_sm.jpg, clearsnapptfesil.jpg, snapcaptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,60180-225,Seal Color,Red/White,Qty/pk,100
392611574,"Vial Kit - Amber Glass 2.0ml Snap Top Wide Opening Vial; Snap Cap, 11mm Natural Polyethylene w/ PTFE/Silicone Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,35,"Vials, Caps, Seals, Inserts",Vial Kits,"ambersnapptfesil_sm.jpg, ambersnapptfesil.jpg, snapcaptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Amber,Seal Material,PTFE/Silicone,Insert Size,,Mouth Style,Wide Opening,Vial Material,Amber Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,60180-226,Seal Color,Red/White,Qty/pk,100
392611575,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert Polymer Spring, Conical Precision Mandrel Interior; Cap, 11mm Natural Polyethylene, PTFE/Silicone Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,91,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnapptfesilinsertspring_sm.jpg, clearsnapptfesilinsertspring.jpg, snapcaptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
392611576,"Vial Kit - Clear 2.0ml Snap Top Wide; 200μL Glass Insert, Conical Point Interior (No Spring Required); Snap Cap, 11mm Natural Polyethylene w/ PTFE/Silicone Septa",• 40% larger opening. • Reduces the chance of bent or broken needles. • Lot to lot quality assurance with lot number coding. • Type 1 borosilicate glass.,70,"Vials, Caps, Seals, Inserts",Vial Kits,"clearsnapptfesilinsert_sm.jpg, clearsnapptfesilinsert.jpg, snapcaptfesil.jpg, vialpacks.jpg",Vial Size,2ml (12 x 32mm),Top Style,Snap Top,Cap/Seal Size,11 mm,Cap Material,Polyethylene,Cap Color,Clear,Seal Material,PTFE/Silicone,Insert Size,200μL,Mouth Style,Wide Opening,Vial Material,Clear Glass,Silanized/Deactivated,,Mass Spec Certified,,Graduated Markings/ Writing Patch,,Top/Bottom Shape,,Made In,USA,Similar to,,Seal Color,Red/White,Qty/pk,100
